stations,lon,lat,year,hour,PM25
1318A,113.675,34.8019,20180101,12,253
1316A,113.681,34.7545,20180101,12,225
1320A,113.727,34.7187,20180101,12,243
1321A,113.734,34.719,20180101,12,264
1391A,113.7383333,22.96583333,20180101,12,82
1388A,113.7461111,23.02777778,20180101,12,83
1389A,113.7480556,23.06,20180101,12,86
1387A,113.7819444,23.05361111,20180101,12,86
2398A,113.7906,33.9953,20180101,12,148
3134A,113.8172,34.0339,20180101,12,154
2396A,113.8331,34.0117,20180101,12,161
2389A,113.836,35.31,20180101,12,114
2348A,113.8381,27.6428,20180101,12,94
2349A,113.8447,27.6231,20180101,12,101
2351A,113.865,27.6178,20180101,12,106
2350A,113.8686,27.6442,20180101,12,94
2391A,113.883,35.303,20180101,12,96
2390A,113.884,35.272,20180101,12,125
1362A,113.891,22.5794,20180101,12,80
2443A,113.9153,30.9285,20180101,12,50
1359A,113.923,22.5167,20180101,12,64
2444A,113.942,30.9075,20180101,12,52
1358A,113.987,22.5417,20180101,12,73
2422A,113.996,32.996,20180101,12,96
2400A,114.005,33.568,20180101,12,145
2064A,114.0122,32.1403,20180101,12,82
2421A,114.0131,33.0069,20180101,12,81
2401A,114.014,33.581,20180101,12,131
2420A,114.018,32.965,20180101,12,114
2402A,114.0322,33.5653,20180101,12,131
2399A,114.056,33.567,20180101,12,138
2066A,114.0614,32.1383,20180101,12,113
2065A,114.0681,32.1342,20180101,12,109
1366A,114.085,22.75,20180101,12,92
2347A,114.0944,27.4948,20180101,12,55
2054A,114.1044,32.1078,20180101,12,77
1330A,114.1525,30.4753,20180101,12,72
2385A,114.17,35.9019,20180101,12,94
1333A,114.2131,30.6414,20180101,12,67
1361A,114.24,22.7267,20180101,12,71
1326A,114.2511,30.5514,20180101,12,61
1360A,114.263,22.5908,20180101,12,66
1327A,114.2836,30.6197,20180101,12,61
1822A,114.286,36.11,20180101,12,105
2387A,114.2878,35.7306,20180101,12,103
1826A,114.2886,34.7967,20180101,12,179
2449A,114.2894,29.8539,20180101,12,72
2386A,114.2956,35.7511,20180101,12,115
1365A,114.297,22.5978,20180101,12,75
1328A,114.3006,30.5494,20180101,12,69
1331A,114.3008,30.5947,20180101,12,55
2447A,114.3036,29.8181,20180101,12,60
1819A,114.32,36.086,20180101,12,122
2448A,114.3231,29.8211,20180101,12,61
2450A,114.3372,29.8686,20180101,12,65
1824A,114.3389,34.7781,20180101,12,178
1823A,114.3406,34.8022,20180101,12,172
2371A,114.3442,27.8036,20180101,12,90
1035A,114.3541,37.9097,20180101,12,51
1035A,114.3541,37.9097,20180101,12,51
1820A,114.358,36.087,20180101,12,128
1325A,114.3672,30.5719,20180101,12,67
2374A,114.3703,27.7914,20180101,12,96
1825A,114.3733,34.7975,20180101,12,176
2372A,114.3806,27.8014,20180101,12,97
1332A,114.3894,30.4822,20180101,12,74
3141A,114.3922,36.0878,20180101,12,119
2373A,114.3953,27.7842,20180101,12,99
2375A,114.4011,27.8072,20180101,12,99
1393A,114.4053,23.08,20180101,12,76
1364A,114.41,22.6342,20180101,12,82
1394A,114.4103,23.1142,20180101,12,74
1392A,114.4183,23.0528,20180101,12,70
1329A,114.4272,30.6103,20180101,12,67
1029A,114.4548,38.0513,20180101,12,60
1029A,114.4548,38.0513,20180101,12,60
1032A,114.4586111,38.00583333,20180101,12,63
1032A,114.4586111,38.00583333,20180101,12,63
1077A,114.4821,37.0967,20180101,12,74
1080A,114.4854,37.062,20180101,12,73
1363A,114.494,22.5422,20180101,12,57
1050A,114.4965,36.61981,20180101,12,110
1031A,114.5019,38.1398,20180101,12,70
1031A,114.5019,38.1398,20180101,12,70
1049A,114.5035,36.5776,20180101,12,133
1047A,114.5129,36.61763,20180101,12,132
1034A,114.5214,38.0524,20180101,12,70
1034A,114.5214,38.0524,20180101,12,70
1078A,114.5261,37.0533,20180101,12,86
1033A,114.5330556,38.01777778,20180101,12,75
1033A,114.5330556,38.01777778,20180101,12,75
1079A,114.5331,37.0964,20180101,12,105
1048A,114.5426,36.6164,20180101,12,119
2862A,114.5480556,38.03777778,20180101,12,97
1030A,114.6046,38.0398,20180101,12,69
1030A,114.6046,38.0398,20180101,12,69
2070A,114.6369,33.6406,20180101,12,89
2069A,114.6546,33.5979,20180101,12,93
2067A,114.6613,33.6128,20180101,12,83
2068A,114.6758,33.6347,20180101,12,76
1696A,114.6778,23.7569,20180101,12,56
1698A,114.6892,23.7233,20180101,12,59
1697A,114.6944,23.7586,20180101,12,64
2438A,114.8131,30.4133,20180101,12,76
3131A,114.8792,40.7903,20180101,12,7
1059A,114.8814,40.8115,20180101,12,17
2929A,114.8858,30.4519,20180101,12,55
2436A,114.8878,30.3944,20180101,12,62
2366A,114.8905,25.8471,20180101,12,98
2426A,114.8949,30.2043,20180101,12,63
1057A,114.8985,40.8367,20180101,12,7
2437A,114.8989,30.3714,20180101,12,97
2446A,114.9028,30.4742,20180101,12,57
1060A,114.9032,40.7688,20180101,12,28
1061A,114.904,40.8725,20180101,12,7
2362A,114.9064,25.9118,20180101,12,89
2356A,114.9119,27.8042,20180101,12,84
2354A,114.9289,27.8328,20180101,12,96
2355A,114.9314,27.8036,20180101,12,81
2365A,114.9322,25.8333,20180101,12,93
2363A,114.9367,25.8664,20180101,12,105
2364A,114.9461,25.8481,20180101,12,105
2368A,114.9739,27.11,20180101,12,103
2353A,114.9831,27.8344,20180101,12,82
2369A,114.99,27.1311,20180101,12,106
3021A,115.0061,35.76806,20180101,12,187
2370A,115.0075,27.0983,20180101,12,103
2427A,115.0264,30.2099,20180101,12,76
2392A,115.031,35.763,20180101,12,186
2352A,115.0586,27.7758,20180101,12,90
2423A,115.0625,30.2352,20180101,12,78
2394A,115.0628,35.7672,20180101,12,184
2424A,115.0767,30.2028,20180101,12,66
2395A,115.0772,35.767,20180101,12,169
1695A,115.3622,22.7925,20180101,12,69
1693A,115.3653,22.775,20180101,12,62
1694A,115.3706,22.7898,20180101,12,50
1718A,115.42277,35.248889,20180101,12,168
1055A,115.442,38.8756,20180101,12,35
1720A,115.455,35.27,20180101,12,171
1054A,115.4612,38.8416,20180101,12,43
1053A,115.4713,38.9108,20180101,12,47
1719A,115.474722,35.2375,20180101,12,174
1051A,115.493,38.8632,20180101,12,39
1056A,115.5214,38.8707,20180101,12,42
1052A,115.5223,38.8957,20180101,12,33
2410A,115.6386,34.407,20180101,12,119
1075A,115.6426,37.7379,20180101,12,154
2409A,115.6558,34.429,20180101,12,122
2411A,115.6578,34.402,20180101,12,108
2408A,115.6697,34.4286,20180101,12,119
1076A,115.6906,37.739,20180101,12,181
1074A,115.6951,37.7575,20180101,12,149
1296A,115.742,28.7994,20180101,12,57
2312A,115.7831,33.8561,20180101,12,125
2875A,115.7838889,32.88922222,20180101,12,85
2311A,115.8067,33.8399,20180101,12,161
1292A,115.813,28.7442,20180101,12,48
2301A,115.8275,32.8928,20180101,12,106
1294A,115.852,28.6869,20180101,12,54
2303A,115.8556,32.8603,20180101,12,100
1291A,115.8886,28.6839,20180101,12,55
1295A,115.892,28.6425,20180101,12,53
1290A,115.893,28.6844,20180101,12,65
3046A,115.9083,28.6064,20180101,12,54
1808A,115.9114,29.6039,20180101,12,103
1298A,115.931,28.6844,20180101,12,49
1804A,115.9581,29.7048,20180101,12,98
1293A,115.973,28.6969,20180101,12,48
1627A,115.9835,36.4796,20180101,12,152
1625A,115.9848,36.4372,20180101,12,156
1803A,115.9872,29.6816,20180101,12,122
1805A,115.988,29.7292,20180101,12,99
2878A,116.0072,36.4343,20180101,12,175
1806A,116.0174,29.6535,20180101,12,94
1807A,116.0628,29.6926,20180101,12,50
1809A,116.0726,29.7534,20180101,12,75
2203A,116.0781,43.9311,20180101,12,9
1691A,116.0797,24.2719,20180101,12,48
1692A,116.1248,24.2654,20180101,12,60
1690A,116.1278,24.3289,20180101,12,44
1002A,116.17,40.2865,20180101,12,52
1002A,116.17,40.2865,20180101,12,52
2376A,116.2239,28.0797,20180101,12,90
1012A,116.225,39.9279,20180101,12,16
1012A,116.225,39.9279,20180101,12,16
1010A,116.23,40.1952,20180101,12,49
1010A,116.23,40.1952,20180101,12,49
3066A,116.2714,37.4372,20180101,12,129
1622A,116.3061,37.4664,20180101,12,152
1007A,116.315,39.9934,20180101,12,15
1007A,116.315,39.9934,20180101,12,15
1624A,116.3189,37.4489,20180101,12,116
1709A,116.3242,23.5486,20180101,12,70
2377A,116.3553,27.9883,20180101,12,84
2379A,116.3574,28.0005,20180101,12,95
1710A,116.3594,23.5739,20180101,12,63
2378A,116.3598,27.9639,20180101,12,85
1006A,116.361,39.9425,20180101,12,8
1006A,116.361,39.9425,20180101,12,8
1001A,116.366,39.8673,20180101,12,12
1001A,116.366,39.8673,20180101,12,12
1708A,116.3697,23.5353,20180101,12,64
2380A,116.385,27.9647,20180101,12,82
1679A,116.4019,23.2536,20180101,12,44
1011A,116.407,40.0031,20180101,12,11
1011A,116.407,40.0031,20180101,12,11
1711A,116.4094,23.5292,20180101,12,72
1004A,116.434,39.8745,20180101,12,9
1004A,116.434,39.8745,20180101,12,9
1003A,116.434,39.9522,20180101,12,12
1003A,116.434,39.9522,20180101,12,12
1005A,116.473,39.9716,20180101,12,12
1005A,116.473,39.9716,20180101,12,12
2308A,116.478,31.7618,20180101,12,85
2309A,116.5068,31.7797,20180101,12,107
2307A,116.508,31.7371,20180101,12,88
2310A,116.5661,31.7712,20180101,12,103
1654A,116.5856,35.4144,20180101,12,166
1678A,116.6092,23.2539,20180101,12,38
3026A,116.6183,23.65889,20180101,12,55
1653A,116.6305,35.428,20180101,12,148
1705A,116.6339,23.6714,20180101,12,53
1009A,116.644,40.3937,20180101,12,10
1009A,116.644,40.3937,20180101,12,10
1706A,116.6447,23.6706,20180101,12,52
1674A,116.6794,23.3667,20180101,12,43
1067A,116.6838,39.5178,20180101,12,53
2919A,116.7022,39.5453,20180101,12,54
2281A,116.7039,32.625,20180101,12,171
1008A,116.72,40.1438,20180101,12,9
1008A,116.72,40.1438,20180101,12,9
1675A,116.7244,23.3633,20180101,12,34
1676A,116.7258,23.2775,20180101,12,42
1070A,116.7464,39.5343,20180101,12,58
1677A,116.7519,23.4714,20180101,12,58
1068A,116.7729,39.5747,20180101,12,46
2284A,116.7844,33.9461,20180101,12,174
2282A,116.8008,33.975,20180101,12,145
2283A,116.8067,33.8997,20180101,12,200
2280A,116.8306,32.6319,20180101,12,160
2279A,116.8556,32.6028,20180101,12,153
1072A,116.8584,38.3254,20180101,12,151
1073A,116.8709,38.3228,20180101,12,123
1071A,116.8854,38.2991,20180101,12,145
1300A,116.93,36.67,20180101,12,114
1304A,116.943,36.6489,20180101,12,120
2357A,116.9622,28.095,20180101,12,39
2305A,116.9677,33.6284,20180101,12,218
2304A,116.9765,33.6481,20180101,12,217
1299A,116.988,36.6114,20180101,12,125
2306A,116.989,33.63063889,20180101,12,240
1302A,116.989,36.6872,20180101,12,146
2294A,116.9894,30.6145,20180101,12,111
2361A,116.9983,28.2169,20180101,12,57
2278A,117.0083,32.645,20180101,12,167
2338A,117.0151,25.0311,20180101,12,35
2335A,117.0181,25.1174,20180101,12,35
2336A,117.0216,25.1035,20180101,12,35
2360A,117.0222,28.2264,20180101,12,64
2337A,117.0256,25.0661,20180101,12,35
2359A,117.0281,28.2403,20180101,12,66
2292A,117.0331111,30.51197222,20180101,12,81
2874A,117.0411667,32.64600333,20180101,12,187
2293A,117.0486,30.5489,20180101,12,84
1305A,117.049,36.6622,20180101,12,130
2358A,117.0564,28.2642,20180101,12,68
1303A,117.0684,36.6868,20180101,12,144
1657A,117.0881,36.1942,20180101,12,106
1658A,117.1081,36.1758,20180101,12,112
1301A,117.114,36.6739,20180101,12,104
1279A,117.124,31.8516,20180101,12,166
1656A,117.1436,36.1942,20180101,12,110
1015A,117.145,39.1654,20180101,12,149
1015A,117.145,39.1654,20180101,12,149
2345A,117.1558,29.2647,20180101,12,48
1027A,117.157,38.9194,20180101,12,152
1027A,117.157,38.9194,20180101,12,152
2860A,117.1589,39.0845,20180101,12,162
1273A,117.16,31.9051,20180101,12,156
1177A,117.167,34.2761,20180101,12,261
3006A,117.1694,34.1781,20180101,12,257
3005A,117.1814,34.29,20180101,12,288
1019A,117.1837,39.2133,20180101,12,130
1019A,117.1837,39.2133,20180101,12,130
1178A,117.192,34.2417,20180101,12,268
2922A,117.1941,39.1067,20180101,12,149
1270A,117.196,31.7848,20180101,12,156
2344A,117.1983,29.2786,20180101,12,53
1018A,117.202,39.0927,20180101,12,160
1018A,117.202,39.0927,20180101,12,160
3020A,117.2099,39.16969,20180101,12,128
2343A,117.2111,29.2958,20180101,12,49
1017A,117.237,39.1082,20180101,12,147
1017A,117.237,39.1082,20180101,12,147
1181A,117.244,34.2911,20180101,12,275
2346A,117.2461,29.2956,20180101,12,66
1274A,117.25,31.8572,20180101,12,162
1180A,117.256,34.2153,20180101,12,169
1272A,117.259,31.8706,20180101,12,149
1275A,117.266,31.9438,20180101,12,164
1278A,117.278,31.7386,20180101,12,189
1638A,117.2852,34.7837,20180101,12,232
1277A,117.302,31.7956,20180101,12,169
2275A,117.3065,32.8985,20180101,12,150
1271A,117.307,31.8766,20180101,12,182
1021A,117.307,39.0877,20180101,12,158
1021A,117.307,39.0877,20180101,12,158
2272A,117.3086,32.935,20180101,12,132
2342A,117.3097,29.3864,20180101,12,55
1276A,117.336,31.8585,20180101,12,163
2274A,117.3536,32.9673,20180101,12,159
2271A,117.3575,32.9444,20180101,12,179
2859A,117.3747,38.9846,20180101,12,159
3051A,117.3916,39.1495,20180101,12,106
2270A,117.3961,32.939,20180101,12,177
2273A,117.4186,32.8913,20180101,12,162
1641A,117.4518,35.0992,20180101,12,147
1024A,117.457,38.8394,20180101,12,128
1024A,117.457,38.8394,20180101,12,128
2314A,117.4697,30.6617,20180101,12,66
2916A,117.49,30.66,20180101,12,59
2315A,117.4974,30.6539,20180101,12,66
1962A,117.541,36.71,20180101,12,123
1961A,117.541,36.71,20180101,12,116
1637A,117.5564,34.864,20180101,12,184
1639A,117.5852,34.7745,20180101,12,202
2324A,117.6211,26.2625,20180101,12,53
2075A,117.6336,24.4674,20180101,12,67
2325A,117.6353,26.2708,20180101,12,56
2074A,117.6569,24.5157,20180101,12,47
1616A,117.6789,36.2289,20180101,12,142
3064A,117.6983,36.2211,20180101,12,143
1023A,117.707,39.0343,20180101,12,14
1023A,117.707,39.0343,20180101,12,14
2920A,117.7116,24.506,20180101,12,62
3059A,117.7181,36.2092,20180101,12,130
2327A,117.7275,26.3108,20180101,12,56
1640A,117.732,34.5667,20180101,12,306
2288A,117.7442,30.8811,20180101,12,135
1026A,117.764,39.1587,20180101,12,43
1026A,117.764,39.1587,20180101,12,43
2287A,117.7806,30.9414,20180101,12,92
2858A,117.7918,39.2474,20180101,12,48
2286A,117.8078,30.9222,20180101,12,99
2285A,117.8178,30.9414,20180101,12,88
1065A,117.8184,40.9733,20180101,12,45
2290A,117.8472,30.9697,20180101,12,81
1633A,117.8477,36.497,20180101,12,101
1636A,117.8512,36.8041,20180101,12,103
2289A,117.8561,30.9219,20180101,12,93
2384A,117.9033,28.4303,20180101,12,102
1066A,117.9384,41.0112,20180101,12,20
2383A,117.9511,28.4622,20180101,12,80
1063A,117.9525,40.9843,20180101,12,33
1634A,117.9544,36.6377,20180101,12,116
1064A,117.963,40.9359,20180101,12,51
1062A,117.9664,40.9161,20180101,12,42
1630A,117.9776,37.393,20180101,12,106
1629A,118.0018,37.3617,20180101,12,155
2381A,118.0058,28.4569,20180101,12,81
1628A,118.0062,37.3803,20180101,12,124
1632A,118.0448,36.838,20180101,12,109
1631A,118.0482,36.8088,20180101,12,97
1288A,118.0636111,24.44583333,20180101,12,53
2842A,118.0936,24.5058,20180101,12,42
2331A,118.0966,26.6761,20180101,12,44
2297A,118.1371,30.2756,20180101,12,33
1037A,118.144,39.643,20180101,12,42
1037A,118.144,39.643,20180101,12,42
1287A,118.1513889,24.47666667,20180101,12,46
1286A,118.1569444,24.81805556,20180101,12,43
1036A,118.1662,39.6308,20180101,12,23
1036A,118.1662,39.6308,20180101,12,23
2334A,118.1756,26.6272,20180101,12,53
2333A,118.1819,26.6514,20180101,12,52
1040A,118.1838,39.65782,20180101,12,59
1040A,118.1838,39.65782,20180101,12,59
1038A,118.1853,39.6407,20180101,12,42
1038A,118.1853,39.6407,20180101,12,42
1041A,118.1997,39.6295,20180101,12,38
1041A,118.1997,39.6295,20180101,12,38
1039A,118.2185,39.6679,20180101,12,50
1039A,118.2185,39.6679,20180101,12,50
1221A,118.2442,33.9592,20180101,12,343
1620A,118.2764,34.9817,20180101,12,226
2996A,118.283,33.965,20180101,12,231
1220A,118.293,33.9528,20180101,12,325
1619A,118.2939,35.0622,20180101,12,191
2295A,118.3057,29.7128,20180101,12,66
1635A,118.3092,36.8198,20180101,12,102
2298A,118.3094,32.3153,20180101,12,229
2300A,118.3158,32.3061,20180101,12,223
1222A,118.3214,33.9506,20180101,12,312
2296A,118.3236,29.7207,20180101,12,54
2299A,118.3244,32.2786,20180101,12,224
1618A,118.3418,35.0573,20180101,12,185
1794A,118.3528,31.3508,20180101,12,214
1795A,118.37,31.4189,20180101,12,260
1796A,118.3708,31.3178,20180101,12,278
1797A,118.4022,31.3839,20180101,12,229
1621A,118.4023,35.0896,20180101,12,193
1801A,118.48,31.6928,20180101,12,167
1799A,118.4828,31.6411,20180101,12,163
1665A,118.5019,37.4658,20180101,12,127
1798A,118.5058,31.6861,20180101,12,170
1800A,118.5106,31.7506,20180101,12,157
1611A,118.5819,24.9117,20180101,12,42
1612A,118.5972,24.8978,20180101,12,46
1614A,118.6108,24.9617,20180101,12,40
1157A,118.626,32.0878,20180101,12,252
1613A,118.6663,24.9424,20180101,12,49
3036A,118.696,37.43445,20180101,12,224
2318A,118.7175,30.9431,20180101,12,135
1158A,118.737,32.0092,20180101,12,290
2317A,118.7386,30.9742,20180101,12,148
1959A,118.746,36.881,20180101,12,147
1152A,118.749,32.0572,20180101,12,263
2316A,118.7581,30.9447,20180101,12,152
1154A,118.777,32.0144,20180101,12,258
1153A,118.778,32.0723,20180101,12,255
1156A,118.795,32.0775,20180101,12,299
1155A,118.803,32.0314,20180101,12,325
1151A,118.803,32.1083,20180101,12,285
1266A,118.855,28.9745,20180101,12,79
1264A,118.871,28.9404,20180101,12,81
1265A,118.871,28.9664,20180101,12,85
1746A,118.8789,42.2556,20180101,12,35
1159A,118.907,32.105,20180101,12,249
1744A,118.9233,42.2814,20180101,12,28
1745A,118.9572,42.2725,20180101,12,44
2323A,118.981,25.4792,20180101,12,51
1212A,118.989,33.6067,20180101,12,248
2320A,119.0018,25.4552,20180101,12,53
1211A,119.007,33.575,20180101,12,236
1214A,119.0122,33.627,20180101,12,238
2319A,119.0156,25.442,20180101,12,52
1225A,119.026,29.635,20180101,12,75
1210A,119.036,33.5981,20180101,12,212
2876A,119.0841,36.7339,20180101,12,164
2322A,119.1015,25.3214,20180101,12,63
2321A,119.1117,25.4556,20180101,12,51
1648A,119.12,36.7019,20180101,12,152
1213A,119.135,33.5039,20180101,12,214
1650A,119.1425,36.7008,20180101,12,147
1997A,119.146,31.955,20180101,12,328
2877A,119.1638,36.6525,20180101,12,142
1173A,119.176,34.5885,20180101,12,140
1998A,119.18,31.955,20180101,12,270
1652A,119.1939,36.7731,20180101,12,114
3058A,119.2654,42.0352,20180101,12,81
1284A,119.268,26.0797,20180101,12,62
1282A,119.303,26.0392,20180101,12,70
1285A,119.315,26.0753,20180101,12,68
3000A,119.3581,34.6972,20180101,12,130
3008A,119.3608,34.7519,20180101,12,132
1186A,119.389,32.3761,20180101,12,236
1205A,119.43,32.1319,20180101,12,285
2870A,119.4369444,32.18888889,20180101,12,252
2007A,119.438,31.317,20180101,12,188
2869A,119.458,32.41361,20180101,12,224
2006A,119.46,31.4,20180101,12,194
1184A,119.46,32.3878,20180101,12,198
1659A,119.4641,35.4178,20180101,12,164
1204A,119.491,32.215,20180101,12,258
2339A,119.5001,26.6946,20180101,12,102
1660A,119.5198,35.4234,20180101,12,158
2340A,119.5202,26.6607,20180101,12,98
1042A,119.5259,39.8283,20180101,12,8
1042A,119.5259,39.8283,20180101,12,8
1046A,119.5369,39.9419,20180101,12,12
2341A,119.5392,26.6611,20180101,12,98
1661A,119.54,35.3962,20180101,12,156
2005A,119.579,31.737,20180101,12,307
2004A,119.579,31.751,20180101,12,260
3048A,119.58,26.0931,20180101,12,70
3132A,119.5967,37.0308,20180101,12,16
1044A,119.6023,39.9567,20180101,12,22
1262A,119.647,29.077,20180101,12,98
2994A,119.6533,29.1128,20180101,12,97
1203A,119.68,32.1883,20180101,12,256
1263A,119.686,29.1029,20180101,12,97
2011A,119.6942,30.2311,20180101,12,126
2010A,119.7183,30.2366,20180101,12,108
3061A,119.7512,49.1577,20180101,12,26
2192A,119.7594,49.2261,20180101,12,16
1043A,119.7624,40.0181,20180101,12,9
1043A,119.7624,40.0181,20180101,12,9
2003A,119.794,31.371,20180101,12,235
2002A,119.818,31.354,20180101,12,212
2997A,119.8767,32.3292,20180101,12,180
1269A,119.879,28.4231,20180101,12,109
1209A,119.888,32.4639,20180101,12,182
3010A,119.8914,31.7897,20180101,12,254
1206A,119.9,32.4867,20180101,12,149
1201A,119.905,31.9108,20180101,12,223
1267A,119.914,28.4514,20180101,12,77
1207A,119.9219,32.4611,20180101,12,176
1268A,119.93,28.4586,20180101,12,68
1200A,119.935,31.7039,20180101,12,254
1977A,119.941,37.177,20180101,12,79
2013A,119.946,30.049,20180101,12,52
1971A,119.952,36.792,20180101,12,107
1978A,119.959,37.18,20180101,12,130
3002A,119.9736,31.8108,20180101,12,236
1972A,119.976,36.799,20180101,12,105
1196A,119.996,31.7586,20180101,12,247
1967A,120.008,36.283,20180101,12,133
1968A,120.014,36.253,20180101,12,122
2015A,120.04,29.334,20180101,12,79
3003A,120.0469,31.7694,20180101,12,247
1224A,120.063,30.2747,20180101,12,107
1250A,120.07,30.8244,20180101,12,189
2873A,120.0875,30.89556,20180101,12,197
1233A,120.088,30.1808,20180101,12,114
2014A,120.091,29.305,20180101,12,74
1215A,120.118,33.4022,20180101,12,84
1230A,120.12,30.3119,20180101,12,142
1227A,120.127,30.2456,20180101,12,118
1216A,120.156,33.3942,20180101,12,82
1229A,120.157,30.2897,20180101,12,161
3004A,120.1631,33.3681,20180101,12,106
2907A,120.1844,30.8596,20180101,12,224
1228A,120.19,30.2692,20180101,12,145
1314A,120.1964,36.3083,20180101,12,134
1223A,120.211,30.21,20180101,12,117
1218A,120.225,33.3947,20180101,12,100
2000A,120.237,31.909,20180101,12,176
1191A,120.242,31.5031,20180101,12,238
1194A,120.245,31.5631,20180101,12,226
1999A,120.268,31.92,20180101,12,190
1188A,120.269,31.4867,20180101,12,210
1232A,120.27,30.1819,20180101,12,174
1189A,120.275,31.6219,20180101,12,206
1195A,120.288,31.6842,20180101,12,206
1190A,120.294,31.56,20180101,12,210
1312A,120.2992,36.0543,20180101,12,110
1231A,120.301,30.4183,20180101,12,172
2001A,120.302,31.92,20180101,12,178
1309A,120.3471,36.0699,20180101,12,156
1226A,120.348,30.3058,20180101,12,174
1193A,120.354,31.5475,20180101,12,217
1192A,120.354,31.5848,20180101,12,221
1311A,120.3664,36.1032,20180101,12,151
1308A,120.3905,36.1851,20180101,12,134
2223A,120.3939,41.615,20180101,12,67
1976A,120.394,37.364,20180101,12,110
1975A,120.399,37.374,20180101,12,132
1315A,120.4001,36.2403,20180101,12,115
1310A,120.4134,36.0654,20180101,12,112
2222A,120.4247,41.5647,20180101,12,31
2220A,120.4439,41.5931,20180101,12,31
1313A,120.4587,36.0851,20180101,12,145
1964A,120.47,36.39,20180101,12,116
1970A,120.515,36.885,20180101,12,137
1993A,120.526,31.874,20180101,12,124
1969A,120.537,36.865,20180101,12,82
1165A,120.543,31.2994,20180101,12,246
1994A,120.55,31.882,20180101,12,137
1160A,120.561,31.2472,20180101,12,203
1162A,120.591,31.3019,20180101,12,264
1163A,120.596,31.3264,20180101,12,251
1246A,120.598,30.0911,20180101,12,114
1247A,120.605,29.9919,20180101,12,115
1164A,120.613,31.2703,20180101,12,38
1161A,120.628,31.2864,20180101,12,220
1242A,120.634,28.0089,20180101,12,97
1986A,120.635,31.17,20180101,12,196
1985A,120.636,31.155,20180101,12,179
1167A,120.641,31.3708,20180101,12,232
1987A,120.658,31.172,20180101,12,177
1307A,120.6659,36.2403,20180101,12,56
1166A,120.669,31.3097,20180101,12,228
1245A,120.671,28.0167,20180101,12,88
1243A,120.677,27.9939,20180101,12,78
1253A,120.726,30.7478,20180101,12,193
1992A,120.734,31.656,20180101,12,146
1252A,120.744,30.7946,20180101,12,183
1973A,120.747,37.825,20180101,12,51
1244A,120.76,27.9747,20180101,12,87
1974A,120.773,37.809,20180101,12,44
2921A,120.7789,30.0033,20180101,12,130
2872A,120.7844444,30.7525,20180101,12,181
1172A,120.81,32.0417,20180101,12,56
1608A,120.8392,40.7514,20180101,12,26
1609A,120.8478,40.715,20180101,12,27
1610A,120.8631,40.7736,20180101,12,27
1607A,120.9092,40.7136,20180101,12,27
1168A,120.913,31.96,20180101,12,70
1171A,120.94,31.93,20180101,12,65
1988A,120.953,31.388,20180101,12,130
1768A,121.045,40.8333,20180101,12,26
1767A,121.0986,41.0781,20180101,12,18
1995A,121.115,31.453,20180101,12,68
1770A,121.1178,41.1222,20180101,12,32
1771A,121.1303,41.1386,20180101,12,27
1996A,121.14,31.422,20180101,12,89
2009A,121.1518,31.89708,20180101,12,70
2008A,121.173,31.896,20180101,12,56
1769A,121.2008,41.1219,20180101,12,8
1642A,121.2514,37.5639,20180101,12,112
1115A,121.2588889,38.80805556,20180101,12,40
1646A,121.2611,37.4967,20180101,12,63
1644A,121.3181,37.5436,20180101,12,65
1643A,121.3719,37.5433,20180101,12,65
1141A,121.4,31.238,20180101,12,62
1144A,121.412,31.1654,20180101,12,67
1256A,121.419,28.6542,20180101,12,141
1147A,121.425,31.2261,20180101,12,50
1645A,121.4478,37.4822,20180101,12,57
1143A,121.467,31.3008,20180101,12,57
1142A,121.478,31.2036,20180101,12,63
1114A,121.5180556,38.85611111,20180101,12,40
1241A,121.524,29.8506,20180101,12,151
1983A,121.531,36.913,20180101,12,53
1149A,121.533,31.2284,20180101,12,62
1145A,121.536,31.2659,20180101,12,67
1984A,121.544,36.907,20180101,12,86
1237A,121.554,29.8906,20180101,12,177
1235A,121.56,29.8208,20180101,12,150
1111A,121.5638889,38.885,20180101,12,51
1110A,121.565,38.95111111,20180101,12,42
1150A,121.577,31.2071,20180101,12,75
1240A,121.586,29.8633,20180101,12,158
3057A,121.5992,37.4014,20180101,12,69
1109A,121.6119444,38.97388889,20180101,12,40
2871A,121.6147222,29.90166667,20180101,12,129
2207A,121.6178,41.9967,20180101,12,8
1113A,121.625,38.86388889,20180101,12,42
1239A,121.633,29.7736,20180101,12,123
1112A,121.6330556,38.91194444,20180101,12,40
2208A,121.6561,42.0186,20180101,12,14
2211A,121.6592,42.0486,20180101,12,9
2210A,121.6722,42.0228,20180101,12,11
2209A,121.6972,42.0503,20180101,12,12
1148A,121.703,31.1907,20180101,12,61
1236A,121.713,29.9572,20180101,12,137
1116A,121.7481,39.1311,20180101,12,39
1117A,121.7769,39.0511,20180101,12,41
1606A,121.835,41.1042,20180101,12,12
1234A,121.836,29.9108,20180101,12,164
2201A,121.9462,46.0756,20180101,12,3
1118A,121.9769,39.0631,20180101,12,30
2018A,121.989,39.625,20180101,12,19
2019A,122.011,39.617,20180101,12,29
1982A,122.019,37.187,20180101,12,43
1604A,122.0247,41.1556,20180101,12,19
1981A,122.038,37.197,20180101,12,53
2200A,122.0506,46.0703,20180101,12,5
1605A,122.0539,41.0903,20180101,12,23
